,Restaurant,Borough,Neighborhood,Postcode,CUISINE DESCRIPTION,GRADE,Address,Coordinates,latitude,longitude
128,NANCY WHISKEY PUB,MANHATTAN,LISPENARD ST,10013,American,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
129,BLARNEY BAR,QUEENS,JAMAICA AVENUE,11435,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
130,MARGHERITA PIZZA,QUEENS,JAMAICA AVENUE,11432,Pizza,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
131,HEALY'S PUB,QUEENS,ROCKAWAY BEACH BOULEVARD,11694,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
132,FIFTH AVENUE BINGO,BROOKLYN,5 AVENUE,11215,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
133,DENINO'S PIZZERIA TAVERN,STATEN ISLAND,PORT RICHMOND AVENUE,10302,Pizza/Italian,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
134,DENINO'S PIZZERIA TAVERN,STATEN ISLAND,PORT RICHMOND AVENUE,10302,Pizza/Italian,P,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
135,MICHAEL'S RESTAURANT,BROOKLYN,AVENUE R,11229,Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
136,LENIHAN'S SALOON,QUEENS,ATLANTIC AVENUE,11418,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
137,KILLARNEY ROSE,MANHATTAN,BEAVER STREET,10005,Irish,A,"苗栗縣, 臺灣省, Taiwan","Miaoli County, Taiwan",24.560159,120.8214265
138,KILLARNEY ROSE,MANHATTAN,BEAVER STREET,10005,Irish,B,"苗栗縣, 臺灣省, Taiwan","Miaoli County, Taiwan",24.560159,120.8214265
139,DON PEPPE,QUEENS,LEFFERTS BOULEVARD,11420,Italian,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
140,DON PEPPE,QUEENS,LEFFERTS BOULEVARD,11420,Italian,C,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
141,BLARNEY CASTLE,QUEENS,ROCKAWAY POINT BOULEVARD,11697,American,A,"القاهرة, محافظة القاهرة, مصر","Cairo, Cairo Governorate, Egypt",30.0444196,31.2357116
142,THREE STAR RESTAURANT,BROOKLYN,AVENUE U,11229,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
143,THREE STAR RESTAURANT,BROOKLYN,AVENUE U,11229,American,P,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
144,DANGERFIELD'S NIGHT CLUB,MANHATTAN,1 AVENUE,10065,American,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
145,DESMOND'S TAVERN,MANHATTAN,PARK AVENUE SOUTH,10016,American,Z,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
146,DESMOND'S TAVERN,MANHATTAN,PARK AVENUE SOUTH,10016,American,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
147,DESMOND'S TAVERN,MANHATTAN,PARK AVENUE SOUTH,10016,American,B,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
148,DESMOND'S TAVERN,MANHATTAN,PARK AVENUE SOUTH,10016,American,P,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
149,NAOMI KOSHER PIZZA,QUEENS,MAIN STREET,11367,Jewish/Kosher,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
150,ROLL-N-ROASTER,BROOKLYN,EMMONS AVENUE,11235,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
151,TIO PEPE,MANHATTAN,WEST    4 STREET,10014,Seafood,A,"臺東縣, 臺灣省, TW","Taitung County, Taiwan",22.7972447,121.0713702
152,BRENNAN & CARR,BROOKLYN,NOSTRAND AVENUE,11229,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
153,THE PUNCH BOWL,BRONX,BROADWAY,10463,American,A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
154,THE PUNCH BOWL,BRONX,BROADWAY,10463,American,B,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
155,JARDIN DE CHINA REST,QUEENS,JUNCTION BOULEVARD,11368,Chinese,B,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
156,JARDIN DE CHINA REST,QUEENS,JUNCTION BOULEVARD,11368,Chinese,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
157,IRISH COTTAGE,QUEENS,72 AVENUE,11375,Irish,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
158,IRISH COTTAGE,QUEENS,72 AVENUE,11375,Irish,B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
159,BLARNEY STONE,MANHATTAN,TRINITY PLACE,10006,Irish,A,"Financial District, Manhattan Community Board 1, Manhattan, New York County, NYC, New York, USA","100 Gold St # 2, New York, NY 10038, USA",40.7102606,-74.0035348
160,SHIMONS KOSHER PIZZA,QUEENS,MAIN STREET,11367,Jewish/Kosher,Z,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
161,SHIMONS KOSHER PIZZA,QUEENS,MAIN STREET,11367,Jewish/Kosher,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
162,SHIMONS KOSHER PIZZA,QUEENS,MAIN STREET,11367,Jewish/Kosher,C,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
163,FASCATI'S PIZZERIA,BROOKLYN,HENRY STREET,11201,Pizza/Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
164,BABY BO'S CANTINA,MANHATTAN,2 AVENUE,10016,Tex-Mex,A,"澎湖縣, 臺灣省, TW","Penghu County, Taiwan",23.5711899,119.5793157
165,LI GRECI'S STAATEN RESTAURANT,STATEN ISLAND,FOREST AVENUE,10310,American,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
166,SHUN LEE PALACE RESTAURANT,MANHATTAN,EAST   55 STREET,10022,Chinese,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
167,TAMAQUA,BROOKLYN,EBONY COURT,11229,"Bottled beverages, including water, sodas, juices, etc.",A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
168,CARA MIA,QUEENS,HILLSIDE AVENUE,11427,Italian,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
169,IHOP,BRONX,BOSTON ROAD,10475,Pancakes/Waffles,A,"The Bronx, Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
170,MALONEY'S BAR,QUEENS,SUTPHIN BOULEVARD,11435,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
171,LA FUSTA RESTAURANT,QUEENS,BAXTER AVENUE,11373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
172,LA FUSTA RESTAURANT,QUEENS,BAXTER AVENUE,11373,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",B,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
173,RICHMOND COUNTY COUNTRY CLUB,STATEN ISLAND,FLAGG PLACE,10304,American,A,"Richmond County, NYC, New York, USA","Staten Island, NY, USA",40.5795317,-74.1502007
174,LITTLE BROWN JUG,QUEENS,JAMAICA AVENUE,11418,American,C,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
175,LITTLE BROWN JUG,QUEENS,JAMAICA AVENUE,11418,American,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
176,LULU'S COFFEE SHOP,BRONX,CASTLE HILL AVENUE,10462,CafÃ©/Coffee/Tea,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
177,LULU'S COFFEE SHOP,BRONX,CASTLE HILL AVENUE,10462,CafÃ©/Coffee/Tea,C,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
178,LULU'S COFFEE SHOP,BRONX,CASTLE HILL AVENUE,10462,CafÃ©/Coffee/Tea,B,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
179,MITCHELL'S RESTAURANT,BROOKLYN,VANDERBILT AVENUE,11238,Soul Food,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
180,MITCHELL'S RESTAURANT,BROOKLYN,VANDERBILT AVENUE,11238,Soul Food,P,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
181,MITCHELL'S RESTAURANT,BROOKLYN,VANDERBILT AVENUE,11238,Soul Food,B,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
182,FINNEGAN'S WAKE PUB,MANHATTAN,FIRST AVENUE,10021,American,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, 10021, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
183,DA VINCI PIZZA,BROOKLYN,18 AVENUE,11204,Pizza/Italian,Z,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
184,DA VINCI PIZZA,BROOKLYN,18 AVENUE,11204,Pizza/Italian,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
185,DA VINCI PIZZA,BROOKLYN,18 AVENUE,11204,Pizza/Italian,B,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
186,MEXICO LINDO RESTAURANT,MANHATTAN,2 AVENUE,10010,Mexican,A,"嘉義縣, 臺灣省, TW","Chiayi County, Taiwan",23.4518428,120.2554615
187,MARINA DELRAY,BRONX,SCHURZ AVE,10465,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
188,NEW FLORIDIAN DINER,BROOKLYN,FLATBUSH AVENUE,11234,American,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
189,TWINS PUB,MANHATTAN,9 AVENUE,10001,Irish,A,"Chelsea, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
190,NARROWS COFFEE SHOP,BROOKLYN,4 AVENUE,11209,American,A,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
191,NARROWS COFFEE SHOP,BROOKLYN,4 AVENUE,11209,American,C,"BK, Kings County, NYC, New York, USA","20 Skillman Ave, Brooklyn, NY 11211, USA",40.715211,-73.951022
192,BROOME STREET BAR,MANHATTAN,WEST BROADWAY,10013,American,A,"屏東縣, 臺灣省, TW","Pingtung County, Taiwan",22.5519759,120.5487597
193,O'HANLON'S PUB,QUEENS,31 STREET,11105,Irish,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
194,JG MELON RESTAURANT,MANHATTAN,3 AVENUE,10021,American,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, 10021, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
195,JG MELON RESTAURANT,MANHATTAN,3 AVENUE,10021,American,B,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, 10021, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
196,JG MELON RESTAURANT,MANHATTAN,3 AVENUE,10021,American,C,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, 10021, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
197,JACK'S PIZZA & PASTA,QUEENS,26 AVENUE,11360,Pizza/Italian,A,"Villeneuve-les-Corbières, Narbonne, Aude, Occitanie, France métropolitaine, 11360, France","11360 Villeneuve-les-Corbières, France",42.977171,2.777277
198,TAP ROOM,MANHATTAN,CENTRAL PARK SOUTH,10019,American,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
199,TAP ROOM,MANHATTAN,CENTRAL PARK SOUTH,10019,American,B,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
200,COCKTAIL ROOM (NYAC),MANHATTAN,CENTRAL PARK SOUTH,10019,American,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
201,FLAME RESTAURANT COFFEE HOUSE,MANHATTAN,9 AVENUE,10019,American,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
202,JACKSON HOLE,MANHATTAN,EAST   64 STREET,10065,American,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
203,ZUM STAMMTISCH,QUEENS,MYRTLE AVENUE,11385,German,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
204,BUDDY'S WONDER BAR,STATEN ISLAND,HARRISON AVENUE,10302,American,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
205,BUDDY'S WONDER BAR,STATEN ISLAND,HARRISON AVENUE,10302,American,B,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
206,THE ASSEMBLY BAR,QUEENS,COOPER AVENUE,11385,American,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
207,MR BROADWAY KOSHER RESTAURANT,MANHATTAN,BROADWAY,10018,Jewish/Kosher,A,"新竹市, 臺灣省, TW","Hsinchu, East District, Hsinchu City, Taiwan",24.8138287,120.9674798
208,PICCOLA VENEZIA,QUEENS,28 AVENUE,11103,Italian,Z,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
209,PICCOLA VENEZIA,QUEENS,28 AVENUE,11103,Italian,C,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
210,PICCOLA VENEZIA,QUEENS,28 AVENUE,11103,Italian,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
211,NI-NI'S CAFE,STATEN ISLAND,NEW DORP LANE,10306,Italian,A,"Richmond County, NYC, New York, USA","Staten Island, NY, USA",40.5795317,-74.1502007
212,CAPITOL RESTAURANT,MANHATTAN,BROADWAY,10034,American,A,"Inwood, Manhattan Community Board 12, Manhattan, New York County, NYC, New York, 10034, USA","530 W 166th St #1, New York, NY 10032, USA",40.8391902,-73.93962069999999
213,CAPITOL RESTAURANT,MANHATTAN,BROADWAY,10034,American,B,"Inwood, Manhattan Community Board 12, Manhattan, New York County, NYC, New York, 10034, USA","530 W 166th St #1, New York, NY 10032, USA",40.8391902,-73.93962069999999
214,LA BONNE SOUPE BISTRO,MANHATTAN,WEST   55 STREET,10019,French,A,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
215,LA BONNE SOUPE BISTRO,MANHATTAN,WEST   55 STREET,10019,French,C,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
216,LA BONNE SOUPE BISTRO,MANHATTAN,WEST   55 STREET,10019,French,B,"Theater District, Manhattan Community Board 5, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
217,MIMIS RESTAURANT & BAR,MANHATTAN,SECOND AVENUE,10022,Italian,A,"Midtown East, Manhattan Community Board 6, Manhattan, New York County, NYC, New York, USA","211 E 43rd St #1404, New York, NY 10017, USA",40.7512663,-73.9731576
218,LENNY'S CLAM BAR,QUEENS,CROSSBAY BOULEVARD,11414,Seafood,A,"Queens, Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
219,GRIFFIS FACULTY CLUB,MANHATTAN,EAST   68 STREET,10065,American,A,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
220,GRIFFIS FACULTY CLUB,MANHATTAN,EAST   68 STREET,10065,American,B,"Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, NYC, New York, USA","505 Park Ave #620, New York, NY 10022, USA",40.7629517,-73.96929639999999
221,GRAY'S PAPAYA,MANHATTAN,BROADWAY,10023,Hotdogs,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
222,DANI PIZZA AND RESTAURANT,QUEENS,LEFFERTS BOULEVARD,11415,Pizza,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
223,MCDONALD'S,BROOKLYN,FLATBUSH AVENUE,11226,Hamburgers,A,"Naujosios Vilnios seniūnija, Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis, Lietuva","Naujoji Vilnia eldership, Vilnius, Lithuania",54.6834271,25.3847759
224,MCDONALD'S,QUEENS,101 AVENUE,11416,Hamburgers,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
225,CAFE FIORELLO,MANHATTAN,BROADWAY,10023,Italian,A,"Upper West Side, Manhattan Community Board 7, Manhattan, New York County, NYC, New York, USA","250 W 87th St # 2, New York, NY 10024, USA",40.7890699,-73.97654949999999
226,LB SPUMONI GARDENS,BROOKLYN,86 STREET,11223,Pizza/Italian,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
227,AMORE PIZZERIA & RESTAURANT,QUEENS,STRATTON STREET,11354,Pizza/Italian,A,"Queens County, NYC, New York, USA","Queens, NY, USA",40.7282239,-73.7948516
228,THE LARK'S NEST,BRONX,KATONAH AVE,10470,Irish,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
229,TERRACE CAFE,BRONX,SOUTHERN BOULEVARD,10460,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
230,ZOO BREWS-BRONX ZOO,BRONX,SOUTHERN BOULEVARD,10460,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
231,GRIZZLY GROUNDS,BRONX,SOUTHERN BOULEVARD,10460,CafÃ©/Coffee/Tea,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
232,THE PECKING ORDER,BRONX,SOUTHERN BOULEVARD,10460,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
233,AFRICAN MARKET (BABOON CAFE),BRONX,SOUTHERN BOULEVARD,10460,American,A,"Bronx County, NYC, New York, USA","The Bronx, NY, USA",40.8447819,-73.8648268
234,ROADHOUSE RESTAURANT,STATEN ISLAND,CLOVE ROAD,10301,Italian,A,"Staten Island, Richmond County, NYC, New York, USA","Richmond County, Staten Island, NY, USA",40.5605312,-74.1474846
235,ELEPHANT & CASTLE,MANHATTAN,GREENWICH AVENUE,10011,American,A,"Hudson Yards, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
236,MILL BASIN KOSHER DELI,BROOKLYN,AVENUE T,11234,Jewish/Kosher,A,"Kungsholmen, Sthlm, Stockholm, Sveriges Landskap, Stockholms län, Svealand, Sverige","Kungsholmen, Stockholm, Sweden",59.3311812,18.0407363
237,OYSTER BAR,MANHATTAN,GRAND CENTRAL TERMINAL,10017,Seafood,A,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW","Keelung City, Taiwan",25.1276033,121.7391833
238,CHERRY TAVERN,MANHATTAN,EAST    6 STREET,10009,American,Z,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
239,CHERRY TAVERN,MANHATTAN,EAST    6 STREET,10009,American,A,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
240,CHERRY TAVERN,MANHATTAN,EAST    6 STREET,10009,American,B,"雲林縣, 臺灣省, TW","Yunlin County, Taiwan",23.7092033,120.4313373
241,COLONNADE DINER,STATEN ISLAND,HYLAN BOULEVARD,10306,American,A,"Richmond County, NYC, New York, USA","Staten Island, NY, USA",40.5795317,-74.1502007
242,COLONNADE DINER,STATEN ISLAND,HYLAN BOULEVARD,10306,American,B,"Richmond County, NYC, New York, USA","Staten Island, NY, USA",40.5795317,-74.1502007
243,RED FLAME DINER,MANHATTAN,WEST   44 STREET,10036,American,A,"Hell's Kitchen, Manhattan Community Board 4, Manhattan, New York County, NYC, New York, USA","330 W 42nd St #2601, New York, NY 10036, USA",40.7575867,-73.9915613
244,MAGGIES PLACE,MANHATTAN,EAST   47 STREET,10017,American,A,"基隆市, 中正區, 基隆市, 臺灣省, 20201, TW","Keelung City, Taiwan",25.1276033,121.7391833
